sentence	relation 
Numerous international <e1>treatises</e1> assert the <e2>obligation</e2> to give medical care without discrimination to all victims in a war zone.	14
The French <e1>army</e1> made use of a nerve <e2>gas</e2> obtained from prussic acid.	11
Ho Chi Minh City and Hanoi are in <e1>floods</e1> after the <e2>rain</e2>.	1
The wastewater treatment <e1>plant</e1> processes the influent using a ultra-violet light <e2>system</e2> to kill the bacteria prior to outflow.	3
His good taste for good cheese leads to the <e1>factory</e1>'s commercial <e2>success</e2>.	18
<e1>People</e1> have travelled into <e2>space</e2>, but not the deep ocean.	6
Woz has outfitted the house with an elaborate <e1>swimming pool</e1> that extends inside the <e2>house</e2> by way of an underwater channel.	2
An advance <e1>visit</e1> was made by <e2>staff</e2> to arrange the visits.	18
The Banko <e1>kilns</e1> were founded by the <e2>potter</e2> Nunami Ro-zan (1718-77) who often imitated the work of Kenzan (1663-1743).	16
The Canadian <e1>author</e1>'s sixth <e2>book</e2> is a domestic tragicomedy about love, alcoholism and failed families.	17
A political <e1>blog</e1> is a common type of blog that comments on <e2>politics</e2>.	14
The risks to housing and general corporate <e1>profits</e1> from <e2>inflation</e2> were quite clear and the defensive strategy over the long term has paid dividends.	1
"The <e1>author</e1> has published a <e2>statement</e2> on a website calling the diagnosis ""an embuggerance""."	17
The <e1>kids</e1> took the <e2>bus</e2> to school before, so don't start taking them now that you have more free time.	11
The outer <e1>segment</e1> is comprised of a <e2>membrane</e2> which is folded into several layers of disks.	18
This lovely <e1>song</e1> by a virtually unknown <e2>quartet</e2> from Oklahoma epitomizes what a great wedding song is.	16
The first <e1>scene</e1> shows a <e2>meeting</e2> between Axel and a tramp in the street at night-time.	14
When a <e1>tsunami</e1> is generated by a strong offshore <e2>earthquake</e2>, its first waves would reach the outer coast minutes after the ground stops shaking.	1
This <e1>set</e1> of <e2>principles</e2> serves to offer a baseline for quality vocal leadership.	13
The <e1>anthrax</e1> was in a <e2>suitcase</e2>, on its way to Canada.	4
Solitaire generates its keystream using a <e1>deck</e1> of <e2>cards</e2>.	13
A <e1>giraffe</e1> 's <e2>tongue</e2> is purplish-black and can extend almost twenty inches.	3
The <e1>display table</e1> contained <e2>books</e2> and posters for visitors to browse.	18
You counted almost thirty-three honorable punches and kicks thrown in this clip of little kid <e1>screaming</e1> after the terrible <e2>fight</e2>.	1
A <e1>letter</e1> was delivered to my <e2>office</e2> in the morning.	6
The <e1>stethoscope</e1> lets the <e2>doctor</e2> hear your heartbeat and the way your lungs sound.	10
The <e1>relationship</e1> between funding source and study outcome was investigated in several other <e2>studies</e2>.	18
The <e1>steam</e1> caused a <e2>backpressure</e2> on the VTD, resulting in the rupture disc opening.	0
In addition to a speedometer, a flickering digital meter mounted on the <e1>dashboard</e1> of the <e2>truck</e2> tells you how much energy is being drawn from the batteries.	2
The US patent system is in a <e1>crisis</e1> that has been caused by the <e2>flood</e2> of patent applications being filed at the USPTO every year.	1
My father spent his <e1>money</e1> on his <e2>company</e2>.	6
When the <e1>professor</e1> was released from medical <e2>care</e2>, he was able to fly home on a commercial flight, but required being accompanied by a medical assistant.	8
Nutritious <e1>chocolate</e1> is made of <e2>cocoa paste</e2>, cocoa butter, and sugar.	8
BBC radio <e1>documentary</e1> spoke about an <e2>increase</e2> in the cases of black anorexic women in South Africa.	14
You store the <e1>information</e1> in the <e2>variable</e2> in your source code.	18
The <e1>data</e1> are derived primarily from a three-nation <e2>survey</e2> conducted for the Harvard School of Public Health and The Robert Wood Johnson Foundation by Louis Harris and Associates and its international affiliates between 10 June and 14 September 1994.	8
It is the most efficient and compact form of <e1>insulation</e1> in a <e2>carafe</e2>, and it's unbreakable.	18
My concern is that the skin around my eyes extending to my <e1>cheek</e1> <e2>bone</e2> and on the lids are wrinkled - profoundly so.	3
A <e1>galaxy</e1> of legendary <e2>figures</e2> from the annals of Western history comes to life in this stirring sequel to Intellectuals and Creators.	13
This is one of the most abundant tree <e1>species</e1> in the whole <e2>forest</e2>, and with a maximum height of 14 m. the dominant tree species of the first canopy layer.	18
Tub drains clog up with hair and the <e1>grease</e1> from <e2>soap</e2> and must be cleaned out occasionally.	8
These <e1>papers</e1> approach the <e2>issue</e2> of taxation and the labour market from different angles.	14
Foreign <e1>minister</e1> participated in a high level UN <e2>conference</e2> on financing for development.	18
The silver-haired author was not just laying India's politician saint to rest but healing a generations-old rift in the family of the <e1>country</e1>'s founding <e2>father</e2>.	16
Pee Dee Academy girls basketball coach Jerry Coleman placed the <e1>quote</e1> in a <e2>spot</e2> where he was sure all of his players could see it.	6
They learned that some <e1>herbs</e1> and flowers planted in the <e2>garden</e2> help to control pests.	2
Qualifying for the Champions League, and earning the extra <e1>revenue</e1> from guaranteed television <e2>money</e2>, is a major goal of top European clubs.	8
I thought sometimes I saw the flash of distant spires, the sunny gleam of upland pastures, the soft <e1>undulation</e1> of purple <e2>hills</e2>.	18
That <e1>decision</e1> was also the subject of an unsuccessful <e2>legal challenge</e2>.	18
At that point the patient grabbed the arm of the <e1>dentist</e1> to forcibly pull the <e2>drill</e2> out of his mouth.	11
Morton's <e1>neuroma</e1> is the most common cause of localized <e2>pain</e2> in the third interspace and these diagnostic tests produce good indications of the condition.	0
You needed a glamour cat to purr in this <e1>kennel</e1> of hungry <e2>hounds</e2>.	13
I was a little worried about making an <e1>ascent</e1> of the crux with a <e2>backpack</e2>.	18
It was a <e1>cloud</e1> of shrieking black <e2>bats</e2> that was attacking them.	13
A New York Times food <e1>writer</e1> fries the potatoes in a <e2>mixture</e2> of peanut oil and duck fat with bacon added.	11
A <e1>gam</e1> of <e2>whales</e2> migrates to breeding lagoons every season.	13
The <e1>key</e1> was in a <e2>chest</e2>.	4
A longer probationary period for new teachers, placing experienced teachers on probation following several years of unsatisfactory evaluations, and new alternative <e1>ways</e1> for certification are parts of the <e2>proposal</e2>.	3
The <e1>surfer</e1> is dropped into a 35-foot <e2>wave</e2> at Waimea Bay.	6
The older child took the <e1>firearm</e1> from a <e2>closet</e2> and was handling it when he fired and struck Eric, who was in the same room, investigators concluded.	8
In 2009, Daniel Bennett began litigation against the University of Leeds for it having disposed of 5s 7lbs of <e1>lizard</e1> <e2>excrement</e2> he had meticulously collected.	17
Half of the new <e1>subscribers</e1> hailed from China's vast <e2>countryside</e2>.	8
Northern Michigan towns hosts an <e1>array</e1> of Yuletide <e2>events</e2>.	18
The best cheeses use a <e1>rennet</e1> naturally produced by <e2>animals</e2> and unpasteurised milk from the neighbourhood farm with its bacteria and nutrients intact.	16
Also, we note the <e1>convergence</e1> over the lakes caused by the land breeze <e2>circulation</e2>.	1
Polar bears and hippos have joined the ranks of species threatened with <e1>extinction</e1> from <e2>climate change</e2>, unregulated hunting and other dangers created by humans.	1
The <e1>dose</e1> makes the <e2>poison</e2>.	18
The <e1>scientist</e1> synthesizes a <e2>copy</e2> of the magical red ball by using a few fragments that were left on the grandfather's hand.	17
The <e1>treatment</e1> includes an aromatherapy <e2>mask</e2> and moisturizer.	3
NINE-year-old Chloe Clark joined a <e1>ballet</e1> <e2>company</e2> on stage last Monday.	16
The simulation <e1>study</e1> produces voluminous <e2>results</e2>, since there are two types of models, each with four different specifications and with two sample sizes involved.	18
The findings clearly show a high level of <e1>satisfaction</e1> from <e2>customers</e2> using new cutting-edge retail technology that has led to higher sales.	18
He rescheduled the birthday <e1>party</e1> to the <e2>next day</e2>.	6
Before doing for his hair <e1>reduction</e1> by laser <e2>treatment</e2>, he first consulted with a dermatologist.	1
The <e1>section</e1> focused on the <e2>notion</e2> of a backprojection, which was used in that to characterize the set of states that can reach another set of states in one stage.	14
Using an e-prescription module in an electronic record system, the <e1>prescriber</e1> makes out a <e2>prescription</e2> and transfers it to the national e-prescription mailbox.	17
I went to a bank and got $100 worth of pennies in those rolls, emptied them out, then put all the loose <e1>coins</e1> in a <e2>sack</e2>, and delivered them to Mr. Giles's office at the league headquarters in Carew Tower.	6
Thanks to the new product, a large <e1>profit</e1> is brought into the <e2>company</e2>.	6
Finally, they found out that the <e1>letter</e1> was placed inside a <e2>pocket notebook</e2> that Donna owned.	4
Some of the <e1>nurses</e1> drank the alcohol out of <e2>jars</e2> containing diseased human viscera.	11
The <e1>debris</e1> were thrown into the <e2>air</e2>.	6
The steel Z-shaped <e1>stent</e1> was made with a steel guide <e2>wire</e2> (0.2 mm in diameter), covered with the vascular graft, and fixed to the graft wall with multiple interrupted sutures.	3
Traditionally the national <e1>dish</e1> of the island is 'Spuds and Herrin', boiled potatoes and <e2>herring</e2>.	3
The <e1>demonstrators</e1> descended from the <e2>vehicles</e2> and marched five kilometers.	8
At that time there was also a Renaissance <e1>building</e1> founded by the <e2>wall</e2>.	18
Olive Garden is a <e1>family</e1> of local <e2>restaurants</e2> focused on delighting every guest with a genuine Italian dining experience.	13
Mouse rRNA transcription <e1>template</e1> is injected into the <e2>brain</e2>.	6
Eighty years on from the first pipes being laid for the <e1>car</e1> <e2>plant</e2>, unemployment is at 2 million and rising.	16
